交易日期,股票代码,股票简称,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅,振幅(%),成交量(手),成交额(千元),复权因子,换手率(%),换手率(自由流通股),量比,市盈率(静态),市盈率(TTM),市盈率(动态),市净率,市销率,市销率(TTM),股息率(%),股息率(TTM)(%),总股本(万股),流通股本(万股),自由流通股本(万),总市值(万元),流通市值(万元),股东人数,行业,地域
20060627,000001.SZ,深发展A,1.6005,1.6313,1.5983,1.6247,1.6005,0.0242,0.0151,2.0619,209260.52,153653.5471,25.015,1.4848,1.864,0.88,46.2982,34.4366,,2.7353,2.6418,1.6013,0.0,,194582.2149,140936.1965,112263.7794,1439908.3903,1042927.8541,,,
20060628,000001.SZ,深发展A,1.6247,1.6247,1.6005,1.6049,1.6247,-0.0198,-0.0122,1.4895,194498.62,142650.8247,25.015,1.38,1.7325,0.81,45.7351,34.0178,,2.7021,2.6096,1.5819,0.0,,194582.2149,140936.1965,112263.7794,1422395.9909,1030243.5964,,,
20060629,000001.SZ,深发展A,1.6027,1.6444,1.5961,1.6401,1.6049,0.0351,0.0219,3.0095,222134.09,164791.2707,25.015,1.5761,1.9787,0.93,46.7361,34.7623,,2.7612,2.6668,1.6165,0.0,,194582.2149,140936.1965,112263.7794,1453529.1453,1052793.3879,,,
20060630,000001.SZ,深发展A,1.6444,1.6862,1.6423,1.6598,1.6401,0.0198,0.012,2.6767,223635.06,169301.1514,25.015,1.5868,1.992,0.95,47.2992,35.1812,,2.7945,2.6989,1.636,0.0,,194582.2149,140936.1965,112263.7794,1471041.5446,1065477.6455,,,
20060703,000001.SZ,深发展A,1.6598,1.8003,1.6598,1.7784,1.6598,0.1186,0.0715,8.4649,325488.12,258392.4931,25.015,2.3095,2.8993,1.57,50.6777,37.6941,,2.9941,2.8917,1.7528,0.0,,194582.2149,140936.1965,112263.7794,1576115.9407,1141583.1917,,,
20060704,000001.SZ,深发展A,1.7806,1.7916,1.7235,1.7652,1.7784,-0.0132,-0.0074,3.8293,229465.86,183715.1755,25.015,1.6282,2.044,0.98,50.3023,37.4149,,2.9719,2.8702,1.7398,0.0,,194582.2149,140936.1965,112263.7794,1564441.0078,1133127.0199,,,
20060705,000001.SZ,深发展A,1.7652,1.8069,1.7564,1.7674,1.7652,0.0022,0.0012,2.8609,267597.64,216430.3358,25.015,1.8987,2.3837,1.12,50.3649,37.4614,,2.9756,2.8738,1.742,0.0,,194582.2149,140936.1965,112263.7794,1566386.8299,1134536.3818,,,
20060706,000001.SZ,深发展A,1.7674,1.7674,1.7301,1.7454,1.7674,-0.022,-0.0124,2.1104,211302.95,167413.8237,25.015,1.4993,1.8822,0.83,49.7392,36.9961,,2.9386,2.8381,1.7204,0.0,,194582.2149,140936.1965,112263.7794,1546928.6085,1120442.7622,,,
20060707,000001.SZ,深发展A,1.7454,1.7454,1.6642,1.6928,1.7454,-0.0527,-0.0301,4.6522,261447.09,203779.0113,25.015,1.8551,2.3289,1.04,48.2377,35.8792,,2.8499,2.7524,1.6684,0.0,,194582.2149,140936.1965,112263.7794,1500228.8769,1086618.075,,,
20060719,000001.SZ,深发展A,1.6137,1.6466,1.5478,1.5698,1.6928,-0.1229,-0.0727,5.8365,123883.12,89717.551,25.015,0.879,1.1035,0.48,44.734,33.2732,,2.6429,2.5525,1.5472,0.0,,194582.2149,140936.1965,112263.7794,1391262.8365,1007693.805,,,
20060720,000001.SZ,深发展A,1.5698,1.594,1.561,1.5742,1.5698,0.0044,0.0028,2.1022,59909.28,42991.8942,25.015,0.4251,0.5336,0.27,44.8592,33.3663,,2.6503,2.5597,1.5516,0.0,,194582.2149,140936.1965,112263.7794,1395154.4808,1010512.5289,,,
20060721,000001.SZ,深发展A,1.5764,1.6137,1.5764,1.5808,1.5742,0.0066,0.0042,2.3695,64034.08,46545.4647,25.015,0.4543,0.5704,0.35,45.0469,33.5059,,2.6614,2.5704,1.5581,0.0,,194582.2149,140936.1965,112263.7794,1400991.9473,1014740.6148,,,
20060724,000001.SZ,深发展A,1.5742,1.5983,1.5478,1.594,1.5808,0.0132,0.0084,3.1946,41847.24,30064.4779,25.015,0.2969,0.3728,0.29,45.4223,33.7851,,2.6836,2.5918,1.571,0.0,,194582.2149,140936.1965,112263.7794,1412666.8802,1023196.7866,,,
20060725,000001.SZ,深发展A,1.5918,1.6071,1.583,1.5874,1.594,-0.0066,-0.0041,1.5119,70549.83,51096.3119,25.015,0.5006,0.6284,0.64,45.2346,33.6455,,2.6725,2.5811,1.5646,0.0,,194582.2149,140936.1965,112263.7794,1406829.4137,1018968.7007,,,
20060726,000001.SZ,深发展A,1.5874,1.5918,1.5632,1.572,1.5874,-0.0154,-0.0097,1.8017,81597.83,58427.2817,25.015,0.579,0.7268,1.13,44.7966,33.3197,,2.6466,2.5561,1.5494,0.0,,194582.2149,140936.1965,112263.7794,1393208.6587,1009103.1669,,,
20060727,000001.SZ,深发展A,1.5698,1.5874,1.5391,1.55,1.572,-0.022,-0.014,3.0725,142410.63,101244.8484,25.015,1.0105,1.2685,2.24,44.171,32.8544,,2.6096,2.5204,1.5278,0.0,,194582.2149,140936.1965,112263.7794,1373750.4372,995009.5473,,,
20060728,000001.SZ,深发展A,1.5478,1.5632,1.5083,1.5281,1.55,-0.022,-0.0141,3.5419,111252.0,77385.7383,25.015,0.7894,0.991,1.39,43.5453,32.389,,2.5727,2.4847,1.5061,0.0,,194582.2149,140936.1965,112263.7794,1354292.2157,980915.9276,,,
20060731,000001.SZ,深发展A,1.5149,1.5193,1.4688,1.4754,1.5281,-0.0527,-0.0345,3.3048,114640.67,77544.8022,25.015,0.8134,1.0212,1.28,42.0437,31.2721,,2.484,2.399,1.4542,0.0,,194582.2149,140936.1965,112263.7794,1307592.4841,947091.2405,,,
20060801,000001.SZ,深发展A,1.4776,1.493,1.449,1.471,1.4754,-0.0044,-0.003,2.9822,68052.0,45597.4778,25.015,0.4829,0.6062,0.65,41.9186,31.1791,,2.4766,2.3919,1.4499,0.0,,194582.2149,140936.1965,112263.7794,1303700.8398,944272.5166,,,
20060802,000001.SZ,深发展A,1.471,1.5039,1.46,1.4973,1.471,0.0263,0.0179,2.9844,64418.97,43451.3806,25.015,0.4571,0.5738,0.62,42.6694,31.7375,,2.5209,2.4347,1.4758,0.0,,194582.2149,140936.1965,112263.7794,1327050.7056,961184.8601,,,
20060803,000001.SZ,深发展A,1.5061,1.5149,1.482,1.5017,1.4973,0.0044,0.0029,2.1973,47455.56,32417.88,25.015,0.3367,0.4227,0.47,42.7945,31.8306,,2.5283,2.4418,1.4802,0.0,,194582.2149,140936.1965,112263.7794,1330942.3499,964003.5841,,,
20060804,000001.SZ,深发展A,1.5039,1.5105,1.4644,1.4644,1.5017,-0.0373,-0.0248,3.0699,40715.41,27579.8986,25.015,0.2889,0.3627,0.5,41.7309,31.0395,,2.4655,2.3812,1.4434,0.0,,194582.2149,140936.1965,112263.7794,1297863.3734,940044.4307,,,
20060807,000001.SZ,深发展A,1.46,1.4886,1.4381,1.4403,1.4644,-0.0242,-0.0165,3.4485,54028.03,36052.5083,25.015,0.3834,0.4813,0.81,41.0427,30.5276,,2.4248,2.3419,1.4196,0.0,,194582.2149,140936.1965,112263.7794,1276459.3297,924541.449,,,
20060808,000001.SZ,深发展A,1.449,1.493,1.449,1.4908,1.4403,0.0505,0.0351,3.0549,63086.64,42337.8768,25.015,0.4476,0.562,1.15,42.4817,31.5979,,2.5098,2.424,1.4693,0.0,,194582.2149,140936.1965,112263.7794,1321213.2392,956956.7742,,,
20060809,000001.SZ,深发展A,1.493,1.4995,1.4754,1.4798,1.4908,-0.011,-0.0074,1.6166,38996.78,26382.9088,25.015,0.2767,0.3474,0.72,42.1689,31.3652,,2.4914,2.4061,1.4585,0.0,,194582.2149,140936.1965,112263.7794,1311484.1284,949909.9644,,,
20060810,000001.SZ,深发展A,1.4776,1.5061,1.4732,1.5039,1.4798,0.0242,0.0163,2.2233,47798.87,32607.1198,25.015,0.3392,0.4258,0.98,42.8571,31.8771,,2.532,2.4454,1.4823,0.0,,194582.2149,140936.1965,112263.7794,1332888.1721,965412.946,,,
20060811,000001.SZ,深发展A,1.5105,1.5105,1.493,1.4973,1.5039,-0.0066,-0.0044,1.1636,32001.39,21891.4165,25.015,0.2271,0.2851,0.65,42.6694,31.7375,,2.5209,2.4347,1.4758,0.0,,194582.2149,140936.1965,112263.7794,1327050.7056,961184.8601,,,
20060814,000001.SZ,深发展A,1.4995,1.5259,1.4886,1.4952,1.4973,-0.0022,-0.0014,2.4912,60740.74,41631.7254,25.015,0.431,0.5411,1.29,42.6068,31.691,,2.5172,2.4311,1.4737,0.0,,194582.2149,140936.1965,112263.7794,1325104.8835,959775.4982,,,
20060815,000001.SZ,深发展A,1.4973,1.5193,1.482,1.5149,1.4952,0.0198,0.0132,2.4946,46837.21,32108.2449,25.015,0.3323,0.4172,0.97,43.1699,32.1098,,2.5505,2.4633,1.4931,0.0,,194582.2149,140936.1965,112263.7794,1342617.2828,972459.7559,,,
20060816,000001.SZ,深发展A,1.5193,1.55,1.5149,1.5435,1.5149,0.0285,0.0189,2.317,71283.41,49959.27,25.015,0.5058,0.635,1.57,43.9833,32.7148,,2.5986,2.5097,1.5213,0.0,,194582.2149,140936.1965,112263.7794,1367912.9707,990781.4614,,,
20060817,000001.SZ,深发展A,1.5435,1.5588,1.5171,1.5566,1.5435,0.0132,0.0085,2.7017,55224.51,38682.6072,25.015,0.3918,0.4919,1.07,44.3586,32.994,,2.6207,2.5311,1.5343,0.0,,194582.2149,140936.1965,112263.7794,1379587.9036,999237.6332,,,
20060818,000001.SZ,深发展A,1.5566,1.5588,1.5105,1.5215,1.5566,-0.0351,-0.0225,3.1029,67611.47,47248.7384,25.015,0.4797,0.6023,1.27,43.3576,20.5084,,2.4114,2.474,1.3683,0.0,,194582.2149,140936.1965,112263.7794,1348454.7493,976687.8417,,,
20060821,000001.SZ,深发展A,1.4995,1.5588,1.4622,1.5544,1.5215,0.0329,0.0216,6.349,68353.9,47495.7783,25.015,0.485,0.6089,1.13,44.2961,20.9523,,2.4636,2.5275,1.398,0.0,,194582.2149,140936.1965,112263.7794,1377642.0815,997828.2712,,,
20060822,000001.SZ,深发展A,1.5457,1.5742,1.5413,1.55,1.5544,-0.0044,-0.0028,2.1166,57785.77,40989.4426,25.015,0.41,0.5147,0.93,44.171,20.8931,,2.4566,2.5204,1.394,0.0,,194582.2149,140936.1965,112263.7794,1373750.4372,995009.5473,,,
20060823,000001.SZ,深发展A,1.5435,1.5764,1.5413,1.55,1.55,0.0,0.0,2.2645,71034.28,50492.1271,25.015,0.504,0.6327,1.11,44.171,20.8931,,2.4566,2.5204,1.394,0.0,,194582.2149,140936.1965,112263.7794,1373750.4372,995009.5473,,,
20060824,000001.SZ,深发展A,1.5522,1.5544,1.5193,1.5457,1.55,-0.0044,-0.0028,2.2645,82649.96,57908.6863,25.015,0.5864,0.7362,1.29,44.0458,20.8339,,2.4497,2.5132,1.3901,0.0,,194582.2149,140936.1965,112263.7794,1369858.7929,992190.8234,,,
20060825,000001.SZ,深发展A,1.5457,1.5522,1.5281,1.5347,1.5457,-0.011,-0.0071,1.5592,38200.54,26733.3967,25.015,0.271,0.3403,0.55,43.733,20.686,,2.4323,2.4954,1.3802,0.0,,194582.2149,140936.1965,112263.7794,1360129.6822,985144.0135,,,
20060828,000001.SZ,深发展A,1.5369,1.6137,1.5281,1.5983,1.5347,0.0637,0.0414,5.5776,159357.46,114795.5209,25.015,1.1307,1.4195,2.51,45.5474,21.5442,,2.5332,2.5989,1.4374,0.0,,194582.2149,140936.1965,112263.7794,1416558.5245,1026015.5105,,,
20060829,000001.SZ,深发展A,1.6005,1.6225,1.572,1.583,1.5983,-0.0154,-0.0096,3.1596,104885.29,76297.6951,25.015,0.7442,0.9343,1.28,45.1094,21.337,,2.5088,2.5739,1.4236,0.0,,194582.2149,140936.1965,112263.7794,1402937.7694,1016149.9768,,,
20060830,000001.SZ,深发展A,1.583,1.5918,1.5698,1.583,1.583,0.0,0.0,1.3898,51177.94,36871.534,25.015,0.3631,0.4559,0.56,45.1094,21.337,,2.5088,2.5739,1.4236,0.0,,194582.2149,140936.1965,112263.7794,1402937.7694,1016149.9768,,,
20060831,000001.SZ,深发展A,1.583,1.6093,1.572,1.5874,1.583,0.0044,0.0028,2.3563,72032.89,52130.8823,25.015,0.5111,0.6416,0.83,45.2346,21.3962,,2.5158,2.5811,1.4276,0.0,,194582.2149,140936.1965,112263.7794,1406829.4137,1018968.7007,,,
20060901,000001.SZ,深发展A,1.583,1.5874,1.5391,1.55,1.5874,-0.0373,-0.0236,3.0427,61895.79,43900.4161,25.015,0.4392,0.5513,0.73,44.171,20.8931,,2.4566,2.5204,1.394,0.0,,194582.2149,140936.1965,112263.7794,1373750.4372,995009.5473,,,
20060904,000001.SZ,深发展A,1.55,1.5632,1.5457,1.5588,1.55,0.0088,0.0057,1.129,46042.99,32643.338,25.015,0.3267,0.4101,0.51,44.4212,21.0115,,2.4705,2.5347,1.4019,0.0,,194582.2149,140936.1965,112263.7794,1381533.7258,1000646.9952,,,
20060905,000001.SZ,深发展A,1.561,1.5918,1.55,1.5632,1.5588,0.0044,0.0028,2.6815,113257.33,81033.6703,25.015,0.8036,1.0089,1.69,44.5463,21.0707,,2.4775,2.5418,1.4059,0.0,,194582.2149,140936.1965,112263.7794,1385425.3701,1003465.7191,,,
20060906,000001.SZ,深发展A,1.561,1.5742,1.5522,1.572,1.5632,0.0088,0.0056,1.4074,59361.18,42259.9424,25.015,0.4212,0.5288,0.86,44.7966,21.1891,,2.4914,2.5561,1.4138,0.0,,194582.2149,140936.1965,112263.7794,1393208.6587,1009103.1669,,,
20060907,000001.SZ,深发展A,1.572,1.6093,1.5588,1.5808,1.572,0.0088,0.0056,3.2125,132162.18,95753.8572,25.015,0.9377,1.1772,1.87,45.0469,21.3074,,2.5053,2.5704,1.4217,0.0,,194582.2149,140936.1965,112263.7794,1400991.9473,1014740.6148,,,
20060908,000001.SZ,深发展A,1.5808,1.594,1.5698,1.5874,1.5808,0.0066,0.0042,1.5309,76396.25,55096.2943,25.015,0.5421,0.6805,0.93,45.2346,21.3962,,2.5158,2.5811,1.4276,0.0,,194582.2149,140936.1965,112263.7794,1406829.4137,1018968.7007,,,
20060911,000001.SZ,深发展A,1.5676,1.6357,1.5676,1.6291,1.5874,0.0417,0.0263,4.29,202466.35,148930.4768,25.015,1.4366,1.8035,2.37,46.4233,21.9585,,2.5819,2.6489,1.4651,0.0,,194582.2149,140936.1965,112263.7794,1443800.0346,1045746.578,,,
20060912,000001.SZ,深发展A,1.6291,1.6532,1.6159,1.6313,1.6291,0.0022,0.0014,2.2896,132605.86,98758.6235,25.015,0.9409,1.1812,1.14,46.4859,21.9881,,2.5854,2.6525,1.4671,0.0,,194582.2149,140936.1965,112263.7794,1445745.8567,1047155.94,,,
20060913,000001.SZ,深发展A,1.6291,1.6642,1.6137,1.6247,1.6313,-0.0066,-0.004,3.0957,173605.71,130265.4629,25.015,1.2318,1.5464,1.44,46.2982,21.8993,,2.5749,2.6418,1.4611,0.0,,194582.2149,140936.1965,112263.7794,1439908.3903,1042927.8541,,,
20060914,000001.SZ,深发展A,1.6247,1.6884,1.6225,1.6466,1.6247,0.022,0.0135,4.0561,192155.42,144576.3299,25.015,1.3634,1.7116,1.34,46.9238,22.1952,,2.6097,2.6775,1.4809,0.0,,194582.2149,140936.1965,112263.7794,1459366.6118,1057021.4738,,,
20060915,000001.SZ,深发展A,1.6466,1.6796,1.6357,1.6752,1.6466,0.0285,0.0174,2.6661,195950.9,148741.2932,25.015,1.3904,1.7455,1.26,47.7372,22.58,,2.655,2.7239,1.5066,0.0,,194582.2149,140936.1965,112263.7794,1484662.2997,1075343.1793,,,
20060918,000001.SZ,深发展A,1.6906,1.6971,1.6598,1.673,1.6752,-0.0022,-0.0013,2.2266,119216.8,90988.7119,25.015,0.8459,1.0619,0.66,47.6746,22.5504,,2.6515,2.7203,1.5046,0.0,,194582.2149,140936.1965,112263.7794,1482716.4775,1073933.8173,,,
20060919,000001.SZ,深发展A,1.673,1.7169,1.6642,1.6928,1.673,0.0198,0.0118,3.15,155532.89,120214.1812,25.015,1.1036,1.3854,0.96,48.2377,22.8167,,2.6828,2.7524,1.5224,0.0,,194582.2149,140936.1965,112263.7794,1500228.8769,1086618.075,,,
20060920,000001.SZ,深发展A,1.6906,1.6971,1.6752,1.6862,1.6928,-0.0066,-0.0039,1.2937,84746.04,65001.3479,25.015,0.6013,0.7549,0.51,48.05,22.7279,,2.6724,2.7417,1.5164,0.0,,194582.2149,140936.1965,112263.7794,1494391.4104,1082389.9891,,,
20060921,000001.SZ,深发展A,1.6862,1.7191,1.6862,1.6928,1.6862,0.0066,0.0039,1.9511,110191.87,85330.748,25.015,0.7819,0.9815,0.74,48.2377,22.8167,,2.6828,2.7524,1.5224,0.0,,194582.2149,140936.1965,112263.7794,1500228.8769,1086618.075,,,
20060922,000001.SZ,深发展A,1.6949,1.7125,1.6247,1.6444,1.6928,-0.0483,-0.0286,5.1867,164154.2,124453.0958,25.015,1.1647,1.4622,1.23,46.8613,22.1656,,2.6062,2.6739,1.4789,0.0,,194582.2149,140936.1965,112263.7794,1457420.7896,1055612.1118,,,
20060925,000001.SZ,深发展A,1.6291,1.6818,1.6269,1.6664,1.6444,0.022,0.0134,3.3386,101755.51,76750.1285,25.015,0.722,0.9064,0.8,47.4869,22.4616,,2.641,2.7096,1.4987,0.0,,194582.2149,140936.1965,112263.7794,1476879.0111,1069705.7314,,,
20060926,000001.SZ,深发展A,1.662,1.6708,1.6466,1.662,1.6664,-0.0044,-0.0026,1.4522,64160.15,48444.4282,25.015,0.4552,0.5715,0.52,47.3618,22.4024,,2.6341,2.7025,1.4947,0.0,,194582.2149,140936.1965,112263.7794,1472987.3668,1066887.0075,,,
20060927,000001.SZ,深发展A,1.662,1.774,1.6554,1.7586,1.662,0.0966,0.0581,7.136,253061.38,199228.1106,25.015,1.7956,2.2542,2.41,50.1146,23.7045,,2.7872,2.8595,1.5816,0.0,,194582.2149,140936.1965,112263.7794,1558603.5413,1128898.934,,,
20060928,000001.SZ,深发展A,1.7564,1.7608,1.7235,1.7454,1.7586,-0.0132,-0.0075,2.121,155723.6,123553.0556,25.015,1.1049,1.3871,1.12,49.7392,23.527,,2.7663,2.8381,1.5697,0.0,,194582.2149,140936.1965,112263.7794,1546928.6085,1120442.7622,,,
20060929,000001.SZ,深发展A,1.7476,1.8135,1.7411,1.7916,1.7454,0.0461,0.0265,4.148,263771.05,214527.2583,25.015,1.8716,2.3496,1.78,51.0531,24.1484,,2.8394,2.9131,1.6112,0.0,,194582.2149,140936.1965,112263.7794,1587790.8736,1150039.3634,,,
20061009,000001.SZ,S深发展A,1.8267,1.9189,1.8223,1.9079,1.7916,0.1164,0.0649,5.3918,354072.42,302137.4211,25.015,2.5123,3.1539,2.11,54.3691,25.7169,,3.0238,3.1023,1.7159,0.0,,194582.2149,140936.1965,112263.7794,1690919.4475,1224735.5476,,,
20061013,000001.SZ,S深发展A,1.9057,2.0748,1.8991,1.9826,1.9079,0.0746,0.0392,9.2091,540445.2,489180.0302,25.015,3.8347,4.8141,2.48,56.4963,26.7231,,3.1421,3.2237,1.783,0.0,,194582.2149,140936.1965,112263.7794,1757077.4005,1272653.8544,,,
20061016,000001.SZ,S深发展A,1.9848,2.0199,1.9387,1.9408,1.9826,-0.0417,-0.0211,4.0956,246459.51,221181.0237,25.015,1.7487,2.1954,0.79,55.3075,26.1608,,3.076,3.1558,1.7455,0.0,,194582.2149,140936.1965,112263.7794,1720106.7797,1245875.9771,,,
20061017,000001.SZ,S深发展A,1.9343,1.9891,1.9123,1.9738,1.9408,0.0329,0.017,3.9571,201490.21,179342.8431,25.015,1.4297,1.7948,0.65,56.246,26.6047,,3.1282,3.2094,1.7751,0.0,,194582.2149,140936.1965,112263.7794,1749294.112,1267016.4065,,,
20061018,000001.SZ,S深发展A,1.9694,2.0155,1.9518,1.9957,1.9738,0.022,0.0111,3.2273,174779.25,158167.203,25.015,1.2401,1.5569,0.54,56.8717,26.9006,,3.163,3.2451,1.7948,0.0,,194582.2149,140936.1965,112263.7794,1768752.3334,1281110.0262,,,
20061019,000001.SZ,S深发展A,1.9979,1.9979,1.9584,1.965,1.9957,-0.0307,-0.0154,1.9793,130705.93,117801.8103,25.015,0.9274,1.1643,0.43,55.9958,26.4863,,3.1143,3.1951,1.7672,0.0,,194582.2149,140936.1965,112263.7794,1741510.8234,1261378.9587,,,
20061020,000001.SZ,S深发展A,1.9562,2.0089,1.954,1.9913,1.965,0.0263,0.0134,2.7939,184404.45,167203.6452,25.015,1.3084,1.6426,0.71,56.7465,26.8414,,3.156,3.2379,1.7909,0.0,,194582.2149,140936.1965,112263.7794,1764860.6891,1278291.3023,,,
20061023,000001.SZ,S深发展A,1.9935,2.0462,1.9562,1.9826,1.9913,-0.0088,-0.0044,4.5197,245658.3,224924.0142,25.015,1.743,2.1882,1.31,56.4963,26.7231,,3.1421,3.2237,1.783,0.0,,194582.2149,140936.1965,112263.7794,1757077.4005,1272653.8544,,,
20061024,000001.SZ,S深发展A,1.9782,2.0858,1.976,2.066,1.9826,0.0834,0.0421,5.5382,348735.78,323768.463,25.015,2.4744,3.1064,1.86,58.8738,27.8476,,3.2743,3.3593,1.858,0.0,,194582.2149,140936.1965,112263.7794,1831018.6422,1326209.6091,,,
20061025,000001.SZ,S深发展A,2.066,2.1209,2.0594,2.0858,2.066,0.0198,0.0096,2.9768,300209.8,286050.328,25.015,2.1301,2.6741,1.38,59.4368,28.114,,3.3056,3.3915,1.8758,0.0,,194582.2149,140936.1965,112263.7794,1848531.0416,1338893.8668,,,
20061026,000001.SZ,S深发展A,2.0989,2.1692,2.0682,2.156,2.0858,0.0703,0.0337,4.8423,410791.95,399375.5143,25.015,2.9147,3.6592,1.7,61.4389,21.8227,,3.1563,3.5057,1.7285,0.0,,194582.2149,140936.1965,112263.7794,1910797.3503,1383993.4496,,,
20061027,000001.SZ,S深发展A,2.1494,2.2504,2.1297,2.145,2.156,-0.011,-0.0051,5.5983,431651.59,429461.9508,25.015,3.0627,3.845,1.45,61.1261,21.7116,,3.1402,3.4878,1.7197,0.0,,194582.2149,140936.1965,112263.7794,1901068.2396,1376946.6398,,,
20061030,000001.SZ,S深发展A,2.1055,2.1582,2.0309,2.0638,2.145,-0.0812,-0.0379,5.9347,308727.72,291953.919,25.015,2.1905,2.75,0.89,58.8112,20.8894,,3.0213,3.3558,1.6546,0.0,,194582.2149,140936.1965,112263.7794,1829072.8201,1324800.2471,,,
20061031,000001.SZ,S深发展A,2.0638,2.1209,2.0528,2.0967,2.0638,0.0329,0.0159,3.2997,219550.17,209225.6892,25.015,1.5578,1.9557,0.61,59.7497,21.2227,,3.0695,3.4093,1.681,0.0,,194582.2149,140936.1965,112263.7794,1858260.1523,1345940.6766,,,
20061101,000001.SZ,S深发展A,2.0967,2.1055,2.0287,2.0418,2.0967,-0.0549,-0.0262,3.6629,211911.44,198877.9674,25.015,1.5036,1.8876,0.63,58.1855,20.6671,,2.9891,3.3201,1.637,0.0,,194582.2149,140936.1965,112263.7794,1809614.5986,1310706.6275,,,
20061102,000001.SZ,S深发展A,2.0418,2.055,1.9979,2.055,2.0418,0.0132,0.0065,2.7966,185904.16,171511.7422,25.015,1.3191,1.656,0.59,58.5609,20.8005,,3.0084,3.3415,1.6475,0.0,,194582.2149,140936.1965,112263.7794,1821289.5315,1319162.7992,,,
20061103,000001.SZ,S深发展A,2.0484,2.1494,2.0331,2.1033,2.055,0.0483,0.0235,5.6594,244062.35,233758.0199,25.015,1.7317,2.174,0.9,59.9374,21.2894,,3.0791,3.42,1.6862,0.0,,194582.2149,140936.1965,112263.7794,1864097.6187,1350168.7625,,,
20061106,000001.SZ,S深发展A,2.0682,2.1911,2.0594,2.1648,2.1033,0.0615,0.0292,6.2616,232251.95,226980.3234,25.015,1.6479,2.0688,0.99,61.6892,21.9116,,3.1691,3.52,1.7355,0.0,,194582.2149,140936.1965,112263.7794,1918580.6389,1389630.8975,,,
20061107,000001.SZ,S深发展A,2.1692,2.2241,2.1604,2.2021,2.1648,0.0373,0.0172,2.9425,238973.07,238848.8238,25.015,1.6956,2.1287,1.09,62.7528,22.2894,,3.2238,3.5807,1.7654,0.0,,194582.2149,140936.1965,112263.7794,1951659.6154,1413590.0509,,,
20061108,000001.SZ,S深发展A,2.2021,2.2329,2.1648,2.2043,2.2021,0.0022,0.001,3.0925,266517.98,267855.767,25.015,1.8911,2.374,1.2,62.8154,22.3116,,3.227,3.5842,1.7672,0.0,,194582.2149,140936.1965,112263.7794,1953605.4376,1414999.4129,,,
20061109,000001.SZ,S深发展A,2.1955,2.3273,2.178,2.2943,2.2043,0.09,0.0408,6.7731,390469.13,404885.1839,25.015,2.7705,3.4781,1.67,65.3805,23.2228,,3.3588,3.7306,1.8394,0.0,,194582.2149,140936.1965,112263.7794,2033384.1457,1472783.2534,,,
20061110,000001.SZ,S深发展A,2.3053,2.3646,2.2329,2.2658,2.2943,-0.0285,-0.0124,5.7403,379301.98,398474.6086,25.015,2.6913,3.3787,1.38,64.5672,22.9339,,3.317,3.6842,1.8165,0.0,,194582.2149,140936.1965,112263.7794,2008088.4578,1454461.5479,,,
20061113,000001.SZ,S深发展A,2.2526,2.3163,2.1933,2.2131,2.2658,-0.0527,-0.0233,5.4285,227192.45,233866.0517,25.015,1.612,2.0237,0.75,63.0656,22.4005,,3.2398,3.5985,1.7742,0.0,,194582.2149,140936.1965,112263.7794,1961388.7262,1420636.8607,,,
20061114,000001.SZ,S深发展A,2.2285,2.2614,2.1692,2.2087,2.2131,-0.0044,-0.002,4.1661,284726.57,286451.0405,25.015,2.0203,2.5362,0.95,62.9405,22.3561,,3.2334,3.5914,1.7707,0.0,,194582.2149,140936.1965,112263.7794,1957497.0819,1417818.1368,,,
20061115,000001.SZ,S深发展A,2.2131,2.2899,2.1867,2.2833,2.2087,0.0746,0.0338,4.6724,237711.58,242609.5921,25.015,1.6867,2.1174,0.77,65.0677,23.1116,,3.3427,3.7128,1.8306,0.0,,194582.2149,140936.1965,112263.7794,2023655.035,1465736.4436,,,
20061116,000001.SZ,S深发展A,2.2855,2.347,2.2702,2.2855,2.2833,0.0022,0.001,3.3636,329764.98,347317.343,25.015,2.3398,2.9374,1.09,65.1303,23.1339,,3.3459,3.7163,1.8323,0.0,,194582.2149,140936.1965,112263.7794,2025600.8571,1467145.8056,,,
20061117,000001.SZ,S深发展A,2.2833,2.3009,2.2307,2.257,2.2855,-0.0285,-0.0125,3.0715,180364.0,185432.575,25.015,1.2798,1.6066,0.62,64.3169,22.845,,3.3041,3.6699,1.8094,0.0,,194582.2149,140936.1965,112263.7794,2000305.1692,1448824.1,,,
20061120,000001.SZ,S深发展A,2.2636,2.3712,2.2592,2.3602,2.257,0.1032,0.0457,4.9623,327199.51,346155.166,25.015,2.3216,2.9146,1.3,67.2575,23.8894,,3.4552,3.8377,1.8922,0.0,,194582.2149,140936.1965,112263.7794,2091758.8102,1515064.1124,,,
20061121,000001.SZ,S深发展A,2.358,2.5973,2.3009,2.5973,2.3602,0.2371,0.1005,12.5583,820097.6,932197.0203,25.015,5.8189,7.3051,3.02,74.0145,26.2895,,3.8023,4.2233,2.0823,0.0,,194582.2149,140936.1965,112263.7794,2301907.6023,1667275.2046,,,
20061122,000001.SZ,S深发展A,2.6061,2.8542,2.5775,2.8278,2.5973,0.2305,0.0887,10.6534,678913.71,836698.3869,25.015,4.8172,6.0475,1.79,80.5838,28.6229,,4.1398,4.5981,2.2671,0.0,,194582.2149,140936.1965,112263.7794,2506218.9279,1815258.2109,,,
